mjd,g-i
53887.23630902411,0.657131144301875
53888.23630902411,0.6549776801613341
53889.23630902411,0.6528242160207895
53890.23630902411,0.650670751880245
53891.23630902411,0.6485172877397041
53892.23630902411,0.6463638235991596
53893.23630902411,0.6442103594586115
53894.23630902411,0.642056895318067
53895.23630902411,0.639903431177526
53896.23630902411,0.637749967036978
53897.23630902411,0.635596502896437
53898.23630902411,0.6334430387558925
53899.23630902411,0.631289574615348
53900.23630902411,0.629136110474807
53901.23630902411,0.6269826463342589
53902.23630902411,0.624829182193718
53903.23630902411,0.6226757180531699
53904.23630902411,0.6205222539126289
53905.23630902411,0.6183687897720844
53906.23630902411,0.6162153256315435
53907.23630902411,0.6140618614909918
53908.23630902411,0.6119083973504509
53909.23630902411,0.6097549332099064
53910.23630902411,0.6076014690693654
53911.23630902411,0.6054480049288209
53912.23630902411,0.6032945407882764
53913.23630902411,0.6011410766477319
53914.23630902411,0.5989876125071838
53915.23630902411,0.5968341483666428
53916.23630902411,0.5946806842260948
53917.23630902411,0.5925272200855574
53918.23630902411,0.5903737559450128
53919.23630902411,0.5882202918044683
53920.23630902411,0.5860668276639238
53921.23630902411,0.5839133635233758
53922.23630902411,0.5817598993828348
53923.23630902411,0.5796064352422903
53924.23630902411,0.5774529711017458
53925.23630902411,0.5752995069612048
53926.23630902411,0.5731460428206603
53927.23630902411,0.5709925786801158
53928.23630902411,0.5688391145395677
53929.23630902411,0.5666856503990232
53930.23630902411,0.5645321862584858
53931.23630902411,0.5623787221179377
53932.23630902411,0.5602252579773968
53933.23630902411,0.5580717938368522
53934.23630902411,0.5559183296963077
53935.23630902411,0.5537648655557597
53936.23630902411,0.5516114014152151
53937.23630902411,0.5494579372746777
53938.23630902411,0.5473044731341297
53939.23630902411,0.5451510089935887
53940.23630902411,0.5429975448530406
53941.23630902411,0.5408440807124997
53942.23630902411,0.5386906165719516
53943.23630902411,0.5365371524314106
53944.23630902411,0.5343836882908626
53945.23630902411,0.5322302241503216
53946.23630902411,0.5300767600097807
53947.23630902411,0.5279232958692361
53948.23630902411,0.5257698317286916
53949.23630902411,0.5236163675881436
53950.23630902411,0.5214629034476026
53951.23630902411,0.5193094393070545
53952.23630902411,0.5171559751665136
53953.23630902411,0.5150025110259726
53954.23630902411,0.5128490468854281
53955.23630902411,0.51069558274488
53956.23630902411,0.5085421186043355
53957.23630902411,0.506388654463791
53958.23630902411,0.5042351903232465
53959.23630902411,0.5020817261827055
53960.23630902411,0.499928262042161
53961.23630902411,0.4977747979016165
53962.23630902411,0.495621333761072
53963.23630902411,0.4934678696205239
53964.23630902411,0.4913144054799865
53965.23630902411,0.48916094133943844
53966.23630902411,0.4870074771988975
53967.23630902411,0.48485401305835296
53968.23630902411,0.48270054891780845
53969.23630902411,0.48054708477726393
53970.23630902411,0.4783936206367194
53971.23630902411,0.47624015649617846
53972.23630902411,0.4740866923556304
53973.23630902411,0.47193322821508943
53974.23630902411,0.46977976407454136
53975.23630902411,0.4676262999340004
53976.23630902411,0.4654728357934559
53977.23630902411,0.46527399509789547
53978.23630902411,0.4672147109642246
53979.23630902411,0.4691554268305467
53980.23630902411,0.47109614269687583
53981.23630902411,0.473036858563205
53982.23630902411,0.4749775744295306
53983.23630902411,0.4769182902958562
53984.23630902411,0.47885900616218535
53985.23630902411,0.48079972202851096
53986.23630902411,0.48274043789483656
53987.23630902411,0.4846811537611657
53988.23630902411,0.4866218696274913
53989.23630902411,0.4885625854938205
53990.23630902411,0.4905033013601461
53991.23630902411,0.4924440172264717
53992.23630902411,0.49438473309280084
53993.23630902411,0.49632544895912645
53994.23630902411,0.4982661648254556
53995.23630902411,0.5002068806917812
53996.23630902411,0.5021475965581104
53997.23630902411,0.504088312424436
53998.23630902411,0.5057181487881905
53999.23630902411,0.507190574351025
54000.23630902411,0.5086629999138594
54001.23630902411,0.5101354254766939
54002.23630902411,0.5116078510395283
54003.23630902411,0.5130802766023557
54004.23630902411,0.5145527021651937
54005.23630902411,0.5160251277280281
54006.23630902411,0.5174975532908554
54007.23630902411,0.5189699788536899
54008.23630902411,0.5204424044165279
54009.23630902411,0.5219148299793588
54010.23630902411,0.5233872555421897
54011.23630902411,0.5248596811050277
54012.23630902411,0.5263321066678586
54013.23630902411,0.527804532230693
54014.23630902411,0.5292769577935239
54015.23630902411,0.5307493833563584
54016.23630902411,0.5322218089191928
54017.23630902411,0.5336942344820272
54018.23630902411,0.5351666600448546
54019.23630902411,0.5366390856076926
54020.23630902411,0.5381115111705235
54021.23630902411,0.5395839367333579
54022.23630902411,0.5410563622961853
54023.23630902411,0.5425287878590233
54024.23630902411,0.5440012134218577
54025.23630902411,0.545473638984685
54026.23630902411,0.5469460645475195
54027.23630902411,0.5484184901103575
54028.23630902411,0.5498909156731884
54029.23630902411,0.5513633412360193
54030.23630902411,0.5528357667988573
54031.23630902411,0.5543081923616917
54032.23630902411,0.555780617924519
54033.23630902411,0.5572530434873535
54034.23630902411,0.5587254690501879
54035.23630902411,0.5601978946130188
54036.23630902411,0.5616703201758533
54037.23630902411,0.5631427457386877
54038.23630902411,0.5646151713015186
54039.23630902411,0.5660875968643531
54040.23630902411,0.567560022427184
54041.23630902411,0.5690324479900184
54042.23630902411,0.5705048735528528
54043.23630902411,0.5719772991156873
54044.23630902411,0.5734497246785182
54045.23630902411,0.5749221502413491
54046.23630902411,0.5763945758041835
54047.23630902411,0.577867001367018
54048.23630902411,0.5793394269298489
54049.23630902411,0.5808118524926833
54050.23630902411,0.5822842780555177
54051.23630902411,0.5837567036183522
54052.23630902411,0.5852291291811831
