ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,mJyas2,mJyas2_err
90,3909,1392,3,57888.146212,30.915,-124.71,13.94,1.2,6,0,-2.674e-06,2.99e-07,,,ec0915.170515.648397_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,456,z,TEMPLATE,t,1.03,1.132,0.057,5.728,22.558,4882.0,-2.674,0.29900000000000004
90,3909,1392,3,57888.150335,30.915,-122.14,13.08,0.5,6,0,-2.619e-06,2.804e-07,,,ec0915.170515.648399_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,459,z,TEMPLATE,t,1.0335,1.266,0.049,5.92,22.593,4268.0,-2.6189999999999998,0.2804
90,3909,1392,3,57935.020929,30.915,-51.82,11.22,0.46,9,0,-1.111e-06,2.407e-07,,,ec0915.170701.657445_ooi_z_vx_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,470,z,TEMPLATE,t,1.136,1.24,0.137,3.547,23.0,5852.0,-1.111,0.24069999999999997
90,3909,1392,3,57950.995174,30.915,-56.87,24.07,0.29,3,0,-1.22e-06,5.163e-07,,,ec0915.170716.659072_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,481,z,TEMPLATE,t,1.1004,0.921,0.039,7.027,22.172,8581.0,-1.22,0.5163000000000001
90,3909,1392,3,58183.117442,30.915,-29.23,10.41,0.32,9,0,-6.268e-07,2.233e-07,,,ec0915.180306.727448_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,491,z,TEMPLATE,t,0.9791,1.334,0.065,4.321,22.804,4443.0,-0.6268,0.2233
90,3909,1392,3,58183.121555,30.915,-39.73,12.78,0.91,9,0,-8.521e-07,2.741e-07,,,ec0915.180306.727450_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,494,z,TEMPLATE,t,0.9745,1.1,0.082,3.827,22.829,5523.0,-0.8521,0.2741
90,3909,1392,3,58184.03864,30.915,-31.0,12.29,0.45,9,0,-6.649e-07,2.635e-07,,,ec0915.180307.727589_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,497,z,TEMPLATE,t,0.8596,1.168,0.071,5.158,22.516,4546.0,-0.6648999999999999,0.2635
90,3909,1392,3,58225.986333,30.915,-45.38,12.58,0.9,9,0,-9.733e-07,2.697e-07,,,ec0915.180417.736458_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,513,z,TEMPLATE,t,0.9652,1.236,0.07,4.831,22.505,5783.0,-0.9733,0.2697
90,3909,1392,3,58232.983204,30.915,-53.42,13.3,2.23,9,0,-1.146e-06,2.853e-07,,,ec0915.180424.738618_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,519,z,TEMPLATE,t,1.063,1.157,0.102,3.779,22.758,7450.0,-1.146,0.2853
90,3909,1392,3,58246.003574,30.915,-25.83,21.19,0.87,9,0,-5.538e-07,4.545e-07,,,ec0915.180508.743629_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,525,z,TEMPLATE,t,0.7157,1.113,0.064,4.337,22.078,9438.0,-0.5538,0.4545
